app_build_numbersubcon,app_releasesubcon,app_versionsubcon,app_version_stringsubcon,carriersubcon,citysubcon,device_idsubcon,had_persisted_distinct_idsubcon,insert_idsubcon,ios_ifasubcon,lib_versionsubcon,manufacturersubcon,modelsubcon,ossubcon,os_versionsubcon,radiosubcon,regionsubcon,screen_heightsubcon,screen_widthsubcon,wifisubcon,conversationid,conversationindexsubcon,currencysubcon,datedayofthemonthsubcon,datedayoftheweeksubcon,datehourofthedaysubcon,datelocaltimesubcon,eventidsubcon,frequencysubcon,idsubcon,platformsubcon,pricesubcon,subscriptionoriginsubcon,distinct_id,mp_country_codesubcon,mp_device_modelsubcon,mp_libsubcon,mp_processing_time_mssubcon,timesubcon,eventsubcon
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subscription Confirmed
